brand,model_type,transmission,fuel_type,owner_type,year,engine_cc,mileage_km,tax_annual,price_usd
Porsche,Coupe,Automatic,Hybrid,Second,2024,1066,13129,1882.58,94129.16
Mercedes,SUV,Manual,Petrol,First,2012,3147,252681,53.36,2667.85
Suzuki,Coupe,Manual,Petrol,Third,2020,2053,74220,217.22,10861.18
Ferrari,Sedan,Manual,Petrol,Second,2010,6122,160695,772.56,38628.23
Suzuki,SUV,Automatic,Hybrid,First,2016,1951,113319,166.82,8340.78
Mazda,Sedan,Automatic,Diesel,Third,2017,2474,135704,139.38,6969.21
Suzuki,SUV,Manual,Petrol,First,2016,2282,131211,82.44,4122.19
Suzuki,Coupe,Manual,Diesel,Third,2021,1397,40056,211.14,10556.86
BMW,SUV,Automatic,Diesel,Third,2013,3255,190332,57.93,2896.59
Ferrari,SUV,Automatic,Diesel,Third,2019,4280,93000,2203.86,110193.15
Mercedes,MPV,Automatic,Hybrid,Second,2022,3144,31344,807.74,40387.08
Honda,Sedan,Automatic,Petrol,First,2020,1065,52195,174.41,8720.69
Porsche,MPV,Automatic,Hybrid,Second,2008,2375,244936,119.18,5959.07
BMW,MPV,Manual,Petrol,Second,2013,2127,144264,49.86,2492.92
BMW,Hatchback,Automatic,Hybrid,Third,2017,3575,92328,284.21,14210.30
Mazda,SUV,Manual,Hybrid,Second,2007,2021,245844,65.78,3289.15
Toyota,Coupe,Manual,Petrol,Third,2021,1411,74876,218.33,10916.49
Porsche,Sedan,Automatic,Petrol,Third,2005,2087,238220,37.30,1865.11
Daihatsu,SUV,Manual,Hybrid,Second,2009,1454,295296,42.53,2126.45
Suzuki,Coupe,Manual,Hybrid,Third,2016,1835,132966,91.09,4554.72
Toyota,Hatchback,Automatic,Petrol,Third,2014,1352,192269,29.18,1458.88
Porsche,MPV,Manual,Diesel,Third,2010,1723,152430,187.57,9378.68
Daihatsu,Sedan,Manual,Petrol,First,2013,1370,121200,47.16,2357.85
Toyota,MPV,Manual,Petrol,Second,2016,1238,102681,42.78,2138.99
Honda,Coupe,Manual,Petrol,First,2009,1184,299936,75.06,3753.25
Porsche,Sedan,Automatic,Hybrid,Second,2015,1198,108820,485.80,24290.13
Porsche,Sedan,Manual,Hybrid,First,2008,2300,170425,191.42,9570.97
Mazda,Sedan,Manual,Petrol,Second,2005,2071,375100,47.31,2365.56
BMW,Sedan,Automatic,Hybrid,Third,2015,2672,187710,84.24,4212.19
Suzuki,MPV,Automatic,Diesel,Second,2022,2128,45537,297.46,14872.79
BMW,MPV,Automatic,Diesel,Second,2005,3428,246640,53.39,2669.28
Suzuki,Sedan,Manual,Hybrid,First,2005,1542,211840,57.37,2868.41
Audi,Sedan,Manual,Petrol,Third,2017,1079,100168,206.05,10302.25
Porsche,Hatchback,Manual,Petrol,Second,2009,1600,256288,83.37,4168.54
Audi,Sedan,Automatic,Hybrid,First,2014,1520,114279,242.44,12122.18
Mazda,Sedan,Manual,Diesel,Third,2006,1750,226708,48.06,2403.02
Daihatsu,Hatchback,Automatic,Hybrid,First,2010,1269,159675,61.29,3064.41
Porsche,Hatchback,Manual,Diesel,Second,2016,1402,128241,522.91,26145.50
Porsche,SUV,Manual,Hybrid,Second,2013,1453,145368,465.86,23293.09
Mazda,SUV,Manual,Petrol,First,2024,2020,10813,599.23,29961.55
Mazda,Hatchback,Automatic,Hybrid,Third,2020,2500,58590,339.28,16964.01
Porsche,Coupe,Manual,Hybrid,Second,2014,1679,196504,546.68,27333.84
Honda,MPV,Manual,Petrol,First,2024,1914,14502,452.76,22637.97
Toyota,Hatchback,Automatic,Petrol,Second,2008,2266,258553,53.98,2699.08
Audi,Sedan,Automatic,Petrol,Second,2018,1732,118461,327.51,16375.49
Mercedes,MPV,Automatic,Hybrid,Third,2008,3405,233274,57.52,2876.07
Porsche,MPV,Automatic,Diesel,First,2013,1671,120096,420.64,21031.95
Mercedes,MPV,Manual,Diesel,Second,2020,2298,56880,442.45,22122.55
Suzuki,SUV,Automatic,Diesel,Second,2010,1937,209265,47.73,2386.66
Daihatsu,Sedan,Manual,Petrol,Third,2010,2332,239040,56.51,2825.34
Porsche,MPV,Manual,Diesel,Third,2007,2142,334872,64.55,3227.45
BMW,SUV,Automatic,Petrol,Second,2015,2604,113210,173.75,8687.55
Daihatsu,Hatchback,Automatic,Diesel,Third,2018,2464,70749,155.58,7778.94
Daihatsu,Coupe,Automatic,Petrol,Third,2006,1426,220723,68.16,3407.88
Audi,Hatchback,Automatic,Hybrid,First,2007,1936,207396,36.31,1815.32
VW,Coupe,Automatic,Hybrid,First,2024,1014,17602,580.51,29025.46
Ferrari,Sedan,Manual,Diesel,Third,2005,5526,353720,172.64,8632.22
Mercedes,SUV,Automatic,Diesel,Second,2020,3450,69335,646.39,32319.56
Toyota,Hatchback,Manual,Diesel,Second,2014,2153,172623,55.01,2750.45
Mazda,SUV,Automatic,Diesel,Second,2018,2071,115836,212.08,10603.77
BMW,SUV,Automatic,Diesel,Third,2007,3694,309186,24.44,1221.86
Toyota,Sedan,Automatic,Hybrid,First,2017,1098,117088,85.80,4289.86
Suzuki,Sedan,Manual,Petrol,Second,2008,2257,335937,44.55,2227.68
Daihatsu,Hatchback,Manual,Hybrid,Third,2009,2296,259776,51.82,2591.03
Mercedes,Hatchback,Manual,Diesel,Second,2006,3620,240369,69.96,3498.25
Porsche,SUV,Manual,Diesel,First,2008,1553,277219,71.74,3586.81
Honda,MPV,Manual,Diesel,Third,2005,1867,245240,32.27,1613.71
Porsche,MPV,Automatic,Petrol,Second,2018,1109,100408,676.90,33844.80
Mercedes,Sedan,Manual,Diesel,First,2006,2713,322373,37.29,1864.60
Daihatsu,Sedan,Manual,Diesel,First,2014,1964,184250,69.75,3487.41
Suzuki,Coupe,Manual,Petrol,Third,2010,2036,174810,32.18,1608.98
Porsche,Sedan,Manual,Hybrid,Third,2016,1647,171351,461.98,23099.02
Mercedes,Coupe,Automatic,Petrol,Second,2016,2133,157995,180.42,9020.76
Suzuki,MPV,Manual,Diesel,Third,2006,1392,341316,47.51,2375.58
Mercedes,Hatchback,Manual,Petrol,Second,2006,2614,243200,76.44,3821.94
Toyota,Coupe,Manual,Diesel,Third,2008,1620,313803,56.66,2832.99
Ferrari,Hatchback,Manual,Hybrid,First,2011,5559,277228,852.85,42642.58
Suzuki,MPV,Manual,Petrol,First,2015,1344,134910,31.96,1598.14
BMW,SUV,Manual,Hybrid,Second,2013,3862,171960,87.17,4358.32
Mazda,MPV,Manual,Hybrid,First,2021,1753,51724,337.72,16886.05
Honda,SUV,Automatic,Petrol,First,2019,1158,65280,177.86,8892.98
Daihatsu,Sedan,Manual,Diesel,Third,2020,1299,76955,69.68,3484.02
Daihatsu,SUV,Automatic,Hybrid,Third,2012,1781,253344,70.80,3539.75
BMW,Coupe,Automatic,Petrol,Second,2005,3441,305880,64.24,3211.94
Toyota,Hatchback,Manual,Diesel,First,2013,1057,209616,49.22,2461.04
BMW,SUV,Automatic,Diesel,Third,2024,2597,13553,955.79,47789.52
Daihatsu,Coupe,Manual,Petrol,Second,2023,1316,27602,264.03,13201.49
Mercedes,Hatchback,Manual,Petrol,First,2015,3417,188850,99.73,4986.35
Mercedes,Coupe,Manual,Diesel,First,2011,2146,240604,54.45,2722.50
Suzuki,Sedan,Manual,Petrol,Second,2012,1642,138242,25.11,1255.37
Audi,MPV,Manual,Diesel,Third,2009,1098,227232,72.11,3605.62
Mercedes,MPV,Manual,Petrol,First,2017,3577,141696,279.28,13964.11
Mercedes,MPV,Automatic,Diesel,Second,2024,2699,18299,1006.66,50332.86
Porsche,Coupe,Manual,Hybrid,First,2019,1728,77730,1221.06,61052.75
Mercedes,SUV,Automatic,Hybrid,First,2022,3099,52002,996.29,49814.51
Toyota,SUV,Automatic,Petrol,Third,2013,1500,217464,67.44,3372.03
Ferrari,SUV,Manual,Hybrid,First,2013,4122,151872,1380.99,69049.61
Toyota,Hatchback,Automatic,Diesel,Second,2015,1706,140320,25.07,1253.62
Mercedes,Sedan,Manual,Diesel,First,2024,2454,10024,1055.04,52752.03
Daihatsu,SUV,Automatic,Hybrid,Second,2021,1797,65820,268.57,13428.52
Toyota,Sedan,Manual,Petrol,First,2019,1346,96804,92.60,4630.02
Mercedes,Sedan,Manual,Diesel,Third,2014,3518,178607,58.73,2936.42
Mercedes,MPV,Automatic,Hybrid,First,2007,2533,225738,40.76,2038.22
Suzuki,Coupe,Automatic,Hybrid,First,2005,2471,300880,40.24,2011.94
Mercedes,Hatchback,Automatic,Hybrid,First,2022,2071,55635,733.84,36692.23
Suzuki,MPV,Automatic,Petrol,Second,2024,2247,10689,410.38,20519.17
Mazda,SUV,Automatic,Petrol,First,2017,2390,109640,241.49,12074.58
Honda,MPV,Automatic,Hybrid,Third,2019,1952,77964,203.04,10151.86
Daihatsu,Sedan,Automatic,Diesel,Third,2014,1650,184745,23.49,1174.26
BMW,Coupe,Manual,Hybrid,First,2017,2817,100320,379.43,18971.45
Daihatsu,Sedan,Manual,Petrol,Second,2020,1148,96295,37.62,1880.79
Mazda,Hatchback,Manual,Hybrid,Third,2005,1861,346300,44.55,2227.34
Porsche,MPV,Automatic,Hybrid,First,2017,1435,102296,745.41,37270.73
Mercedes,SUV,Automatic,Diesel,Second,2005,2999,295480,36.96,1848.23
Ferrari,SUV,Manual,Hybrid,First,2014,5147,139843,1650.67,82533.64
Daihatsu,Hatchback,Manual,Diesel,First,2014,1950,182193,45.32,2266.13
Toyota,MPV,Manual,Hybrid,Third,2017,1009,124456,22.62,1131.04
Mercedes,Hatchback,Automatic,Petrol,Second,2011,3269,142758,31.77,1588.40
VW,SUV,Automatic,Diesel,First,2016,1662,166419,105.43,5271.31
BMW,Coupe,Manual,Diesel,Second,2018,3831,129892,397.62,19881.05
Ferrari,Sedan,Automatic,Hybrid,Second,2018,5362,104909,2025.95,101297.52
Toyota,Hatchback,Automatic,Hybrid,First,2018,1653,127414,130.60,6530.20
Audi,Coupe,Manual,Petrol,First,2008,2397,278205,64.63,3231.32
Porsche,SUV,Manual,Diesel,First,2024,2371,15521,2088.28,104413.95
VW,Hatchback,Automatic,Petrol,Second,2014,1354,172392,30.68,1533.85
Daihatsu,SUV,Automatic,Diesel,First,2014,1610,120175,63.02,3151.06
Toyota,MPV,Automatic,Hybrid,First,2019,1005,96204,142.49,7124.60
Daihatsu,Sedan,Automatic,Hybrid,Third,2024,2332,11177,399.36,19967.81
Toyota,Hatchback,Manual,Petrol,Third,2024,2299,16245,398.69,19934.62
Mercedes,Coupe,Automatic,Petrol,Second,2024,3365,18067,1348.65,67432.55
BMW,Hatchback,Manual,Diesel,First,2019,2201,98502,314.23,15711.36
BMW,SUV,Manual,Petrol,Third,2023,3331,37554,886.17,44308.53
Mazda,Sedan,Manual,Petrol,Second,2009,1857,191552,53.45,2672.63
Mercedes,SUV,Manual,Diesel,Third,2009,3579,267200,32.30,1615.20
VW,Coupe,Automatic,Petrol,Second,2020,2330,59845,422.47,21123.53
Daihatsu,SUV,Automatic,Petrol,Second,2010,2406,189270,32.10,1605.25
Daihatsu,Coupe,Manual,Hybrid,Third,2014,1544,142241,71.14,3556.94
Suzuki,Coupe,Manual,Diesel,Second,2006,2413,208050,48.87,2443.40
BMW,Coupe,Automatic,Diesel,Third,2022,3090,35403,784.38,39219.04
Mercedes,Hatchback,Manual,Diesel,Second,2022,3999,30780,838.30,41914.85
Suzuki,Sedan,Automatic,Diesel,Second,2009,1868,214160,40.13,2006.26
Daihatsu,Hatchback,Manual,Petrol,Second,2005,2189,339060,50.76,2537.76
Mercedes,Hatchback,Automatic,Diesel,Second,2014,3246,123607,114.14,5706.86
Mercedes,SUV,Manual,Hybrid,First,2010,3028,229860,37.09,1854.27
Mazda,MPV,Manual,Petrol,Second,2020,1554,61330,221.26,11063.00
Porsche,SUV,Manual,Diesel,Second,2005,2491,334200,46.35,2317.50
Honda,Coupe,Manual,Petrol,First,2021,1514,70688,285.57,14278.26
Porsche,Coupe,Manual,Petrol,Second,2007,1636,326736,26.88,1344.25
Daihatsu,Coupe,Automatic,Hybrid,First,2007,1589,278694,28.30,1414.87
Suzuki,MPV,Manual,Petrol,Second,2006,1854,303753,56.07,2803.61
Suzuki,Sedan,Automatic,Hybrid,Second,2017,1876,135880,109.41,5470.28
Mazda,MPV,Manual,Diesel,First,2016,1140,111681,65.58,3279.19
Porsche,Coupe,Manual,Petrol,Third,2012,1196,138437,372.08,18604.15
Toyota,MPV,Automatic,Hybrid,Second,2020,1453,94250,189.48,9473.88
Ferrari,Coupe,Automatic,Diesel,First,2020,4987,74005,3441.27,172063.34
Honda,SUV,Automatic,Petrol,Third,2013,1117,228252,62.95,3147.49
Toyota,Sedan,Manual,Diesel,Second,2024,1143,13533,238.73,11936.43
VW,SUV,Manual,Hybrid,First,2007,2441,234594,42.35,2117.56
Suzuki,Coupe,Automatic,Hybrid,Second,2019,2342,76572,287.46,14373.13
Mazda,MPV,Automatic,Petrol,First,2010,1004,284820,53.31,2665.26
BMW,Coupe,Automatic,Diesel,First,2022,2403,43389,874.25,43712.50
Mercedes,Coupe,Automatic,Hybrid,Second,2012,2756,168025,86.74,4337.20
Ferrari,Sedan,Automatic,Diesel,First,2017,4696,90560,1931.06,96553.06
Porsche,Sedan,Automatic,Hybrid,Second,2016,2387,148401,590.70,29534.87
Mazda,Hatchback,Manual,Petrol,First,2019,1586,76812,204.96,10247.87
Porsche,Coupe,Manual,Hybrid,Second,2012,1306,217503,376.25,18812.45
BMW,MPV,Manual,Diesel,First,2021,2888,50544,616.56,30827.79
Mercedes,MPV,Automatic,Petrol,First,2022,3866,33795,926.40,46319.90
BMW,MPV,Automatic,Hybrid,Second,2015,3033,150730,154.10,7705.06
Suzuki,Coupe,Manual,Petrol,First,2010,1402,168600,60.34,3016.85
Mercedes,Coupe,Manual,Petrol,Second,2016,3094,175869,198.55,9927.52
Audi,Sedan,Manual,Hybrid,Third,2022,2223,47799,640.04,32001.77
Mercedes,Coupe,Automatic,Petrol,Second,2022,2300,55680,816.77,40838.56
Suzuki,SUV,Manual,Petrol,Second,2012,1460,157404,38.60,1929.92
Toyota,MPV,Manual,Diesel,Third,2018,1696,78519,119.05,5952.52
BMW,SUV,Automatic,Petrol,Third,2011,2415,215068,31.26,1562.89
Daihatsu,SUV,Manual,Hybrid,First,2010,2108,206385,65.91,3295.42
Porsche,SUV,Manual,Diesel,Third,2013,1438,213960,320.26,16013.14
Porsche,Coupe,Automatic,Petrol,Third,2017,2062,149928,727.70,36385.24
Suzuki,Coupe,Automatic,Hybrid,Third,2006,2399,276545,35.83,1791.71
Audi,Coupe,Automatic,Petrol,First,2018,1729,83188,542.74,27136.83
Daihatsu,SUV,Manual,Hybrid,Third,2011,1949,161252,67.57,3378.28
Suzuki,SUV,Automatic,Diesel,Second,2015,1702,178810,32.28,1614.20
Toyota,Hatchback,Manual,Diesel,Third,2007,1939,323172,48.84,2441.99
Audi,MPV,Automatic,Hybrid,Third,2005,1558,277480,57.53,2876.68
Audi,Hatchback,Automatic,Petrol,First,2022,1993,41721,737.95,36897.65
Toyota,Sedan,Manual,Diesel,Third,2016,1071,168885,60.97,3048.40
BMW,Sedan,Manual,Diesel,Second,2024,2146,12524,853.40,42670.01
BMW,Coupe,Automatic,Diesel,Third,2022,3458,34218,801.52,40076.15
BMW,Hatchback,Manual,Petrol,Third,2022,2683,53853,570.82,28540.97
Mercedes,MPV,Manual,Petrol,Second,2009,3791,206768,49.13,2456.46
Porsche,Coupe,Automatic,Petrol,First,2018,1686,90517,1049.01,52450.73
BMW,SUV,Manual,Hybrid,Third,2006,3562,236398,35.75,1787.36
BMW,Sedan,Automatic,Hybrid,First,2019,3914,84924,530.99,26549.36
Porsche,SUV,Automatic,Diesel,First,2018,2473,77112,1088.99,54449.41
Daihatsu,Coupe,Automatic,Hybrid,First,2017,1797,116008,144.52,7225.87
Mercedes,Sedan,Manual,Diesel,Third,2021,3764,74680,573.27,28663.74
VW,SUV,Manual,Diesel,Second,2024,1532,17584,482.82,24140.81
Suzuki,MPV,Manual,Petrol,First,2005,2052,348820,48.88,2444.00
Daihatsu,Sedan,Manual,Petrol,Third,2020,2331,93000,150.55,7527.28
Porsche,SUV,Automatic,Diesel,First,2006,1597,199044,110.11,5505.55
Mercedes,SUV,Automatic,Diesel,Third,2017,3644,80608,318.27,15913.68
Toyota,MPV,Manual,Petrol,Second,2007,1479,288432,57.99,2899.56
Porsche,Sedan,Manual,Petrol,First,2024,1971,17256,1688.37,84418.30
VW,SUV,Automatic,Hybrid,Second,2018,1951,99995,253.00,12649.98
Daihatsu,Hatchback,Automatic,Petrol,First,2021,1756,60016,221.25,11062.38
Audi,Sedan,Automatic,Hybrid,Second,2012,1087,197444,74.75,3737.37
Daihatsu,SUV,Manual,Petrol,First,2011,1468,260498,43.33,2166.58
BMW,SUV,Manual,Hybrid,First,2023,3540,35930,1149.52,57476.11
Toyota,Coupe,Manual,Hybrid,Third,2014,2438,200739,46.95,2347.39
Daihatsu,Hatchback,Manual,Hybrid,First,2022,2153,38595,358.78,17938.79
Suzuki,Coupe,Automatic,Petrol,Second,2022,1358,43743,284.42,14220.90
Porsche,Coupe,Automatic,Petrol,First,2019,2038,66834,1254.85,62742.72
Mercedes,SUV,Automatic,Diesel,Second,2020,2960,74810,600.62,30031.16
Mercedes,MPV,Manual,Petrol,First,2008,2337,297177,46.23,2311.38
Suzuki,Sedan,Automatic,Diesel,First,2011,2185,172942,45.33,2266.40
VW,Hatchback,Manual,Diesel,First,2023,1673,20552,431.91,21595.67
Mercedes,MPV,Manual,Diesel,First,2008,3228,194089,51.05,2552.43
Suzuki,Hatchback,Automatic,Diesel,Third,2006,1640,325527,51.84,2592.05
BMW,MPV,Manual,Diesel,First,2011,3309,202622,51.72,2585.82
Ferrari,Hatchback,Manual,Petrol,Third,2008,4841,330973,358.35,17917.39
Honda,Sedan,Manual,Diesel,First,2021,1018,42124,156.75,7837.40
Mercedes,MPV,Manual,Diesel,Second,2006,2171,221768,41.56,2078.17
Audi,Hatchback,Manual,Hybrid,Third,2007,1391,197892,69.19,3459.25
Mercedes,Coupe,Manual,Hybrid,Second,2005,2533,334860,26.09,1304.28
Suzuki,Coupe,Automatic,Diesel,Third,2016,1191,164592,64.16,3207.83
BMW,SUV,Manual,Petrol,Second,2014,2628,199738,56.98,2848.76
Daihatsu,MPV,Manual,Petrol,First,2016,1307,161694,60.78,3039.06
Suzuki,Hatchback,Automatic,Petrol,Second,2005,1845,350200,48.85,2442.50
Suzuki,SUV,Automatic,Hybrid,First,2017,1894,86840,184.64,9232.03
Porsche,Sedan,Automatic,Hybrid,First,2008,1308,272697,95.90,4795.23
Porsche,Coupe,Manual,Hybrid,Third,2021,1051,69684,1177.03,58851.28
Ferrari,SUV,Manual,Diesel,Third,2022,6007,38556,3276.05,163802.27
Mercedes,MPV,Automatic,Hybrid,First,2024,3737,13625,1363.33,68166.26
Toyota,Hatchback,Automatic,Diesel,First,2017,1539,129816,77.64,3882.22
Daihatsu,SUV,Automatic,Petrol,Third,2006,1243,190190,66.59,3329.54
Mercedes,Hatchback,Manual,Petrol,Third,2010,2675,298320,54.51,2725.63
Porsche,SUV,Manual,Petrol,Second,2012,1134,174720,324.25,16212.39
BMW,Sedan,Manual,Hybrid,Third,2024,2597,18410,860.21,43010.60
Daihatsu,MPV,Automatic,Hybrid,Second,2024,2015,16782,411.74,20586.76
Daihatsu,Sedan,Automatic,Hybrid,Third,2012,1713,224380,38.38,1919.05
BMW,Hatchback,Automatic,Petrol,First,2013,2428,201912,45.59,2279.27
Suzuki,Hatchback,Manual,Hybrid,Second,2022,1521,41655,248.68,12434.23
Suzuki,SUV,Manual,Petrol,Second,2014,1242,117755,57.32,2865.77
Toyota,Coupe,Manual,Hybrid,First,2021,1651,78972,331.33,16566.62
VW,Hatchback,Automatic,Petrol,First,2020,1380,90735,203.54,10177.22
Porsche,Sedan,Manual,Petrol,Third,2012,1598,138996,256.74,12837.20
Mercedes,Coupe,Automatic,Diesel,First,2012,3532,168402,86.25,4312.59
Toyota,Sedan,Automatic,Petrol,Second,2007,1576,299034,33.03,1651.29
Mazda,Sedan,Automatic,Hybrid,First,2019,1041,79692,196.21,9810.36
Ferrari,Coupe,Manual,Petrol,Second,2009,4241,172432,794.51,39725.66
Daihatsu,Coupe,Manual,Hybrid,First,2022,2288,37479,433.77,21688.59
Mercedes,Hatchback,Manual,Petrol,Third,2013,2974,210072,71.12,3555.84
BMW,MPV,Automatic,Petrol,Third,2024,3424,10703,929.82,46490.97
BMW,Coupe,Automatic,Diesel,First,2023,3938,22636,1304.83,65241.39
Suzuki,Sedan,Manual,Diesel,First,2021,1083,52812,109.66,5483.11
BMW,SUV,Automatic,Petrol,Third,2011,3727,247744,33.99,1699.73
Honda,MPV,Automatic,Hybrid,Third,2011,1148,250180,40.38,2019.03
Suzuki,Sedan,Manual,Diesel,Second,2017,1425,118224,32.36,1618.15
Toyota,Hatchback,Automatic,Hybrid,Third,2007,2130,283896,64.98,3248.85
Honda,SUV,Manual,Hybrid,First,2005,2253,296340,63.72,3185.84
Toyota,Hatchback,Manual,Diesel,Second,2005,1726,386060,56.81,2840.58
Mazda,MPV,Automatic,Petrol,First,2017,2137,115128,171.57,8578.54
BMW,Coupe,Manual,Petrol,First,2008,3624,198560,56.42,2821.10
Toyota,Coupe,Manual,Hybrid,Third,2018,2490,100079,227.61,11380.47
Mercedes,Sedan,Manual,Petrol,First,2020,2217,73025,486.90,24345.03
Porsche,MPV,Automatic,Hybrid,Second,2023,1917,37918,1398.09,69904.70
Suzuki,SUV,Manual,Diesel,Second,2017,2493,146696,101.31,5065.36
Daihatsu,Sedan,Automatic,Hybrid,Second,2014,1459,176330,35.76,1787.92
Porsche,MPV,Manual,Diesel,Third,2005,1622,348460,37.45,1872.53
BMW,Coupe,Manual,Diesel,Third,2005,2553,310820,48.62,2431.01
Suzuki,Sedan,Manual,Petrol,First,2017,2099,88296,106.07,5303.61
Porsche,MPV,Manual,Petrol,Second,2023,2161,28510,1377.69,68884.43
Honda,Sedan,Manual,Petrol,First,2008,1394,332911,50.86,2543.23
Toyota,SUV,Manual,Hybrid,First,2016,1679,158616,70.00,3499.89
Suzuki,Sedan,Manual,Diesel,Third,2005,1456,241780,64.57,3228.65
Toyota,Coupe,Automatic,Diesel,Second,2024,2224,13796,549.28,27464.23
Suzuki,Hatchback,Manual,Diesel,Third,2012,1599,259935,61.05,3052.47
Ferrari,MPV,Manual,Petrol,Second,2017,5284,110800,1748.88,87444.18
Toyota,Hatchback,Automatic,Petrol,Third,2017,1110,141848,61.26,3063.23
Honda,Sedan,Manual,Hybrid,Second,2013,1502,146376,22.45,1122.57
Daihatsu,Hatchback,Manual,Hybrid,Third,2011,1973,159264,37.57,1878.67
Suzuki,Coupe,Automatic,Petrol,First,2005,2060,267740,39.36,1968.18
BMW,Coupe,Manual,Petrol,First,2015,3581,106760,234.97,11748.55
Daihatsu,Coupe,Manual,Diesel,Third,2017,2135,107320,90.84,4542.13
Suzuki,Sedan,Automatic,Petrol,Second,2021,1860,66008,214.20,10709.85
Suzuki,SUV,Manual,Petrol,Third,2012,2376,154284,52.58,2629.08
Suzuki,Hatchback,Automatic,Petrol,Second,2023,1299,26760,221.57,11078.49
Mercedes,Hatchback,Automatic,Diesel,First,2016,2738,101610,208.24,10412.09
Porsche,MPV,Manual,Diesel,First,2019,1959,109146,901.35,45067.69
Toyota,Sedan,Automatic,Petrol,Third,2022,1613,31260,255.13,12756.36
BMW,SUV,Manual,Petrol,Third,2005,3962,349100,66.87,3343.70
Toyota,SUV,Manual,Diesel,First,2022,1792,46377,364.94,18246.91
BMW,Sedan,Manual,Diesel,First,2012,3619,132236,50.12,2505.90
Daihatsu,MPV,Manual,Hybrid,Third,2011,2152,146804,70.34,3517.10
Mazda,Hatchback,Manual,Hybrid,Third,2019,2431,100938,245.63,12281.61
Toyota,Coupe,Manual,Diesel,Second,2014,1544,163240,43.61,2180.34
BMW,Coupe,Manual,Hybrid,Second,2005,2026,232080,70.49,3524.57
Ferrari,SUV,Manual,Petrol,Third,2013,4981,216420,1071.23,53561.29
Mazda,SUV,Automatic,Diesel,Third,2020,1845,63760,257.71,12885.72
Toyota,Coupe,Automatic,Petrol,Third,2008,1237,337858,48.17,2408.33
Mercedes,Hatchback,Automatic,Petrol,First,2015,2160,134100,114.02,5700.81
Suzuki,Hatchback,Automatic,Petrol,Second,2018,2455,92302,159.06,7952.91
Mercedes,Sedan,Automatic,Diesel,Second,2019,2262,87888,346.80,17340.17
Toyota,SUV,Manual,Diesel,First,2014,1892,219615,44.73,2236.41
BMW,MPV,Manual,Petrol,First,2006,2927,306565,43.18,2158.89
Audi,Hatchback,Automatic,Diesel,Third,2020,1541,67520,429.42,21470.88
Porsche,Hatchback,Automatic,Petrol,First,2006,1063,262903,38.65,1932.60
Mazda,MPV,Manual,Hybrid,Second,2022,2155,50718,389.95,19497.62
Daihatsu,Coupe,Manual,Diesel,Third,2022,1057,50466,152.83,7641.45
Daihatsu,SUV,Manual,Diesel,First,2016,2264,174843,46.20,2309.93
Daihatsu,Coupe,Manual,Diesel,Third,2016,1152,135828,68.51,3425.31
Honda,Sedan,Automatic,Petrol,First,2022,1670,39678,319.73,15986.29
Daihatsu,Hatchback,Automatic,Hybrid,Third,2008,1325,198781,68.91,3445.44
Mazda,MPV,Automatic,Hybrid,First,2006,2365,241642,51.76,2587.95
Mercedes,Hatchback,Automatic,Hybrid,First,2009,2212,264336,57.82,2890.77
Honda,MPV,Manual,Diesel,First,2014,2089,148071,40.43,2021.28
BMW,Coupe,Automatic,Diesel,First,2013,2993,120072,135.55,6777.43
Mercedes,Hatchback,Automatic,Hybrid,Third,2021,3491,55028,621.10,31055.06
Ferrari,Hatchback,Automatic,Hybrid,First,2018,4191,131558,2089.75,104487.68
Mercedes,MPV,Manual,Diesel,Third,2019,2702,61446,355.05,17752.45
Mazda,MPV,Manual,Hybrid,Third,2023,1157,28748,270.49,13524.44
Mercedes,MPV,Automatic,Hybrid,Second,2011,2949,195244,36.58,1828.89
Honda,Sedan,Automatic,Petrol,Third,2024,2466,15973,434.54,21726.92
Toyota,SUV,Manual,Diesel,Third,2018,1583,110152,121.75,6087.29
Mercedes,Sedan,Automatic,Hybrid,First,2011,3573,270760,33.47,1673.67
Mercedes,Sedan,Manual,Petrol,Second,2012,2798,170872,54.40,2720.01
Suzuki,Coupe,Manual,Hybrid,First,2023,1889,25710,440.36,22017.85
Mercedes,MPV,Automatic,Hybrid,Third,2017,2040,145400,209.27,10463.58
Mazda,MPV,Automatic,Diesel,Second,2021,2064,75520,290.41,14520.41
Suzuki,SUV,Automatic,Diesel,Third,2022,2076,44748,298.67,14933.63
BMW,MPV,Automatic,Diesel,Third,2005,2222,390340,75.74,3787.19
Toyota,Hatchback,Manual,Diesel,Second,2014,1009,153582,67.58,3379.21
Porsche,Coupe,Automatic,Hybrid,Third,2006,1135,288876,51.51,2575.50
Toyota,SUV,Automatic,Hybrid,Third,2016,1863,100980,140.17,7008.29
